Material,Material_Type,Su,Sy,E,G,mu,Ro,Material_Type_Encoded
GOST Steel 35 GOST 1577-93 Quenched and tempered,Steel,705.0,430.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 35 GOST 1577-93 Quenched and tempered,Steel,675.0,370.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 35 GOST 1577-93 Quenched and tempered,Steel,625.0,320.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 40 GOST 1577-93 normalized,Steel,625.0,320.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 40 GOST 1577-93 normalized,Steel,625.0,290.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 40 GOST 1577-93 normalized,Steel,605.0,260.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 40 GOST 1577-93 Quenched and tempered,Steel,725.0,460.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 40 GOST 1577-93 Quenched and tempered,Steel,705.0,400.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 40 GOST 1577-93 Quenched and tempered,Steel,675.0,350.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 45 GOST 1577-93 normalized,Steel,675.0,340.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 45 GOST 1577-93 normalized,Steel,675.0,305.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 45 GOST 1577-93 normalized,Steel,655.0,275.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 45 GOST 1577-93 Quenched and tempered,Steel,775.0,500.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 45 GOST 1577-93 Quenched and tempered,Steel,725.0,430.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 45 GOST 1577-93 Quenched and tempered,Steel,705.0,370.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 50 GOST 1577-93 normalized,Steel,710.0,355.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 50 GOST 1577-93 normalized,Steel,710.0,320.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 50 GOST 1577-93 normalized,Steel,690.0,290.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 50 GOST 1577-93 Quenched and tempered,Steel,825.0,520.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 50 GOST 1577-93 Quenched and tempered,Steel,775.0,460.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 50 GOST 1577-93 Quenched and tempered,Steel,725.0,400.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 55 GOST 1577-93 normalized,Steel,750.0,370.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 55 GOST 1577-93 normalized,Steel,750.0,330.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 55 GOST 1577-93 normalized,Steel,730.0,300.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 55 GOST 1577-93 Quenched and tempered,Steel,875.0,550.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 55 GOST 1577-93 Quenched and tempered,Steel,825.0,500.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 55 GOST 1577-93 Quenched and tempered,Steel,775.0,430.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 60 GOST 1577-93 normalized,Steel,785.0,380.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 60 GOST 1577-93 normalized,Steel,785.0,340.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 60 GOST 1577-93 normalized,Steel,755.0,310.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 60 GOST 1577-93 Quenched and tempered,Steel,925.0,580.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 60 GOST 1577-93 Quenched and tempered,Steel,875.0,520.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 60 GOST 1577-93 Quenched and tempered,Steel,825.0,450.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 30Ch GOST 1577-93 Quenched and tempered,Steel,925.0,650.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 30Ch GOST 1577-93 Quenched and tempered,Steel,825.0,550.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 30Ch GOST 1577-93 Quenched and tempered,Steel,725.0,410.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 38ChA GOST 1577-93 Quenched and tempered,Steel,1050.0,750.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 38ChA GOST 1577-93 Quenched and tempered,Steel,925.0,630.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 38ChA GOST 1577-93 Quenched and tempered,Steel,825.0,510.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 40Ch GOST 1577-93 Quenched and tempered,Steel,1100.0,800.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 40Ch GOST 1577-93 Quenched and tempered,Steel,1000.0,660.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 40Ch GOST 1577-93 Quenched and tempered,Steel,875.0,560.0,206000.0,80000.0,0.29,7860.0,4
GOST Steel 15L GOST 977-88 normalized,Steel,392.0,196.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 20L GOST 977-88 normalized,Steel,412.0,216.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 25L GOST 977-88 normalized,Steel,441.0,235.0,205000.0,79000.0,0.3,7830.0,4
GOST Steel 30L GOST 977-88 normalized,Steel,471.0,255.0,210000.0,81000.0,0.3,7810.0,4
GOST Steel 35L GOST 977-88 normalized,Steel,491.0,275.0,212000.0,82000.0,0.29,7830.0,4
GOST Steel 40L GOST 977-88 normalized,Steel,520.0,294.0,215000.0,83000.0,0.3,7810.0,4
GOST Steel 45L GOST 977-88 normalized,Steel,540.0,314.0,215000.0,83000.0,0.3,7800.0,4
GOST Steel 50L GOST 977-88 normalized,Steel,569.0,334.0,219000.0,85000.0,0.29,7820.0,4
GOST Steel 20GL GOST 977-88 normalized,Steel,540.0,275.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 35GL GOST 977-88 normalized,Steel,540.0,294.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 35GL GOST 977-88 Quenching and cooling in the water,Steel,589.0,343.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 20GSL GOST 977-88 normalized,Steel,540.0,294.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 30GSL GOST 977-88 normalized,Steel,589.0,343.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 30GSL GOST 977-88 Quenching and cooling in the water,Steel,638.0,392.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 20G1FL GOST 977-88 normalized,Steel,510.0,314.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 20FL GOST 977-88 normalized,Steel,491.0,294.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 30ChGSFL GOST 977-88 normalized,Steel,589.0,392.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 45FL GOST 977-88 normalized,Steel,589.0,392.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 20ChML GOST 977-88 normalized,Steel,441.0,245.0,215000.0,83000.0,0.3,7800.0,4
GOST Steel 20ChMFL GOST 977-88 normalized,Steel,491.0,275.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 20GNMFL GOST 977-88 normalized,Steel,589.0,491.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 35ChML GOST 977-88 normalized,Steel,589.0,392.0,215000.0,83000.0,0.3,7840.0,4
GOST Steel 30ChNML GOST 977-88 normalized,Steel,687.0,540.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 35ChGSL GOST 977-88 normalized,Steel,589.0,343.0,215000.0,83000.0,0.3,7800.0,4
GOST Steel 35ChGSL GOST 977-88 Quenching and cooling in the water,Steel,785.0,589.0,215000.0,83000.0,0.3,7800.0,4
GOST Steel 20DChL GOST 977-88 normalized,Steel,491.0,392.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 08GDNFL GOST 977-88 normalized,Steel,441.0,343.0,212000.0,82000.0,0.29,7820.0,4
GOST Steel 13ChNDFTL GOST 977-88 normalized,Steel,491.0,392.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 12DN2FL GOST 977-88 normalized,Steel,638.0,540.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 25L GOST 977-88 Quenched and tempered,Steel,491.0,294.0,205000.0,79000.0,0.3,7830.0,4
GOST Steel 30L GOST 977-88 Quenched and tempered,Steel,491.0,294.0,205000.0,79000.0,0.3,7810.0,4
GOST Steel 35L GOST 977-88 Quenched and tempered,Steel,540.0,343.0,205000.0,79000.0,0.3,7830.0,4
GOST Steel 40L GOST 977-88 Quenched and tempered,Steel,540.0,343.0,205000.0,79000.0,0.3,7810.0,4
GOST Steel 45L GOST 977-88 Quenched and tempered,Steel,589.0,392.0,205000.0,79000.0,0.3,7800.0,4
GOST Steel 50L GOST 977-88 Quenched and tempered,Steel,736.0,392.0,205000.0,79000.0,0.3,7820.0,4
GOST Steel 20GL GOST 977-88 Quenched and tempered,Steel,530.0,334.0,205000.0,79000.0,0.3,7820.0,4
GOST Steel 35GL GOST 977-88 Quenched and tempered,Steel,589.0,343.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 30GSL GOST 977-88 Quenched and tempered,Steel,638.0,392.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 30ChGSFL GOST 977-88 Quenched and tempered,Steel,785.0,589.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 30ChGSFL GOST 977-88 Quenched and tempered,Steel,687.0,491.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 45FL GOST 977-88 Quenched and tempered,Steel,638.0,441.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 32Ch06L GOST 977-88 Quenched and tempered,Steel,638.0,491.0,205000.0,79000.0,0.3,7850.0,4
GOST Steel 20GNMFL GOST 977-88 Quenched and tempered,Steel,687.0,589.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 35ChML GOST 977-88 Quenched and tempered,Steel,687.0,540.0,205000.0,79000.0,0.3,7840.0,4
GOST Steel 30ChNML GOST 977-88 Quenched and tempered,Steel,785.0,638.0,205000.0,79000.0,0.3,7820.0,4
GOST Steel 35ChGSL GOST 977-88 Quenched and tempered,Steel,785.0,589.0,205000.0,79000.0,0.3,7800.0,4
GOST Steel 35NGML GOST 977-88 Quenched and tempered,Steel,736.0,589.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 20DChL GOST 977-88 Quenched and tempered,Steel,638.0,540.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 12DN2FL GOST 977-88 Quenched and tempered,Steel,785.0,638.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 12DChN1MFL GOST 977-88 Quenched and tempered,Steel,981.0,735.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 23ChGS2MFL GOST 977-88 Quenched and tempered,Steel,1252.5,867.5,200000.0,77000.0,0.3,7820.0,4
GOST Steel 12Ch7G3SL GOST 977-88 Quenched and tempered,Steel,1252.5,867.5,200000.0,77000.0,0.3,7820.0,4
GOST Steel 25Ch2GNMFL1 GOST 977-88 Quenched and tempered,Steel,638.0,491.0,200000.0,77000.0,0.3,7820.0,4
GOST Steel 25Ch2GNMFL2 GOST 977-88 Quenched and tempered,Steel,1252.5,867.5,200000.0,77000.0,0.3,7820.0,4
GOST Steel 27Ch5GSML GOST 977-88 Quenched and tempered,Steel,1252.5,867.5,200000.0,77000.0,0.3,7820.0,4
GOST Steel 30Ch3S3GML GOST 977-88 Quenched and tempered,Steel,1252.5,867.5,200000.0,77000.0,0.3,7820.0,4
GOST Steel 03N12Ch5M3TL GOST 977-88 Quenched and tempered,Steel,1252.5,867.5,200000.0,77000.0,0.3,7820.0,4
GOST Steel 03N12Ch5M3TJuL GOST 977-88 Quenched and tempered,Steel,1252.5,867.5,200000.0,77000.0,0.3,7820.0,4
GOST Steel 40ChL GOST 977-88 Quenching and cooling in the oil,Steel,638.0,491.0,219000.0,85000.0,0.29,7840.0,4
GOST Steel 50ChFA GOST 14959-79 heat treated,Steel,1252.5,867.5,206000.0,80000.0,0.3,7860.0,4
GOST Steel 55S2 GOST 14959-79 heat treated,Steel,1252.5,867.5,206000.0,80000.0,0.3,7860.0,4
GOST Steel 50ChGA GOST 14959-79 heat treated,Steel,1252.5,867.5,206000.0,80000.0,0.3,7860.0,4
GOST Steel 50ChGFA GOST 14959-79 heat treated,Steel,1252.5,867.5,206000.0,80000.0,0.3,7860.0,4
GOST Grey cast iron 10 GOST1412-85 ,Iron,100.0,50.0,90000.0,36000.0,0.26999999999999996,6800.0,2
GOST Grey cast iron 15 GOST1412-85 ,Iron,150.0,75.0,90000.0,36000.0,0.26999999999999996,7000.0,2
GOST Grey cast iron 18 GOST1412-85 ,Iron,180.0,90.0,95000.0,38000.0,0.26999999999999996,7050.0,2
GOST Grey cast iron 20 GOST1412-85 ,Iron,200.0,100.0,100000.0,40000.0,0.26999999999999996,7100.0,2
GOST Grey cast iron 21 GOST1412-85 ,Iron,210.0,105.0,100000.0,40000.0,0.26999999999999996,7150.0,2
GOST Grey cast iron 24 GOST1412-85 ,Iron,240.0,120.0,105000.0,42000.0,0.26999999999999996,7200.0,2
GOST Grey cast iron 25 GOST1412-85 ,Iron,250.0,125.0,110000.0,44000.0,0.26999999999999996,7200.0,2
GOST Grey cast iron 30 GOST1412-85 ,Iron,300.0,150.0,120000.0,48000.0,0.26999999999999996,7300.0,2
GOST Grey cast iron 35 GOST1412-85 ,Iron,350.0,175.0,125000.0,50000.0,0.26999999999999996,7400.0,2
GOST Nodular cast iron 35 GOST7293-85 ,Iron,350.0,220.0,170000.0,70000.0,0.26999999999999996,7160.0,2
GOST Nodular cast iron 40 GOST7293-85 ,Iron,400.0,250.0,170000.0,70000.0,0.26999999999999996,7160.0,2
GOST Nodular cast iron 45 GOST7293-85 ,Iron,450.0,310.0,170000.0,70000.0,0.26999999999999996,7160.0,2
GOST Nodular cast iron 50 GOST7293-85 ,Iron,500.0,320.0,170000.0,70000.0,0.26999999999999996,7160.0,2
GOST Nodular cast iron 60 GOST7293-85 ,Iron,600.0,370.0,180000.0,75000.0,0.26999999999999996,7160.0,2
GOST Nodular cast iron 70 GOST7293-85 ,Iron,700.0,420.0,180000.0,75000.0,0.26999999999999996,7160.0,2
GOST Nodular cast iron 80 GOST7293-85 ,Iron,800.0,480.0,180000.0,75000.0,0.26999999999999996,7160.0,2
GOST Nodular cast iron 100 GOST7293-85 ,Iron,1000.0,700.0,185000.0,77000.0,0.26999999999999996,7160.0,2
GOST Malleable cast iron 30-6 ,Iron,294.0,170.0,160000.0,64000.0,0.26999999999999996,7160.0,2
GOST Malleable cast iron 33-8 ,Iron,323.0,190.0,160000.0,64000.0,0.26999999999999996,7160.0,2
GOST Malleable cast iron 35-10 ,Iron,333.0,190.0,160000.0,64000.0,0.26999999999999996,7160.0,2
GOST Malleable cast iron 37-12 ,Iron,362.0,210.0,160000.0,64000.0,0.26999999999999996,7160.0,2
GOST Malleable cast iron 45-7 ,Iron,441.0,260.0,160000.0,64000.0,0.26999999999999996,7160.0,2
GOST Malleable cast iron 50-5 ,Iron,490.0,290.0,160000.0,64000.0,0.26999999999999996,7160.0,2
GOST Malleable cast iron 55-4 ,Iron,539.0,325.0,160000.0,64000.0,0.26999999999999996,7160.0,2
GOST Malleable cast iron 60-3 ,Iron,588.0,350.0,160000.0,64000.0,0.26999999999999996,7160.0,2
GOST Malleable cast iron 65-3 ,Iron,637.0,380.0,160000.0,64000.0,0.26999999999999996,7160.0,2
GOST Malleable cast iron 70-2 ,Iron,686.0,410.0,160000.0,64000.0,0.26999999999999996,7160.0,2
GOST Malleable cast iron 80-1.5 ,Iron,784.0,470.0,160000.0,64000.0,0.26999999999999996,7160.0,2
GOST Malleable cast iron 40 ,Iron,400.0,180.0,160000.0,64000.0,0.26999999999999996,7160.0,2
NF NF 13MF4 ,Other,360.0,240.0,206000.0,80000.0,0.3,7860.0,3
NF NF 35MF6 ,Other,630.0,370.0,206000.0,80000.0,0.3,7860.0,3
NF NF XE ,Other,270.0,180.0,206000.0,80000.0,0.3,7860.0,3
NF NF ZE ,Other,270.0,240.0,206000.0,80000.0,0.3,7860.0,3
NF NF ZES ,Other,270.0,225.0,206000.0,80000.0,0.3,7860.0,3
NF NF A34-2 ,Other,330.0,155.0,206000.0,80000.0,0.3,7860.0,3
NF NF A37CP ,Other,360.0,235.0,206000.0,80000.0,0.3,7860.0,3
NF NF A42CP ,Other,410.0,255.0,206000.0,80000.0,0.3,7860.0,3
NF NF E24-2 ,Other,340.0,215.0,206000.0,80000.0,0.3,7860.0,3
NF NF E24-3 ,Other,340.0,215.0,206000.0,80000.0,0.3,7860.0,3
NF NF E28-2 ,Other,400.0,275.0,206000.0,80000.0,0.3,7860.0,3
NF NF E28-4 ,Other,400.0,255.0,206000.0,80000.0,0.3,7860.0,3
NF NF A50-2 ,Other,490.0,295.0,206000.0,80000.0,0.3,7860.0,3
NF NF E36-3 ,Other,490.0,355.0,206000.0,80000.0,0.3,7860.0,3
NF NF E36-4 ,Other,490.0,355.0,206000.0,80000.0,0.3,7860.0,3
NF NF A60-2 ,Other,590.0,335.0,206000.0,80000.0,0.3,7860.0,3
NF NF A70-2 ,Other,690.0,365.0,206000.0,80000.0,0.3,7860.0,3
NF NF XC10 ,Other,490.0,350.0,206000.0,80000.0,0.3,7860.0,3
NF NF XC12 ,Other,690.0,500.0,206000.0,80000.0,0.3,7860.0,3
NF NF XC18 ,Other,440.0,270.0,206000.0,80000.0,0.3,7860.0,3
NF NF XC25 ,Other,490.0,305.0,206000.0,80000.0,0.3,7860.0,3
NF NF XC32 ,Other,570.0,365.0,206000.0,80000.0,0.3,7860.0,3
NF NF XC38H1 ,Other,630.0,400.0,206000.0,80000.0,0.3,7860.0,3
NF NF XC42TS ,Other,670.0,430.0,206000.0,80000.0,0.3,7860.0,3
NF NF XC42H1 ,Other,670.0,430.0,206000.0,80000.0,0.3,7860.0,3
NF NF XC48H1 heat treated,Other,710.0,460.0,206000.0,80000.0,0.3,7860.0,3
NF NF XC55H1 ,Other,750.0,490.0,206000.0,80000.0,0.3,7860.0,3
NF NF 52M4TS ,Other,710.0,410.0,206000.0,80000.0,0.3,7860.0,3
NF NF A48CP ,Other,470.0,290.0,206000.0,80000.0,0.3,7860.0,3
NF NF 35M5 ,Other,670.0,500.0,206000.0,80000.0,0.3,7860.0,3
NF NF 51S7 heat treated,Other,1252.5,867.5,206000.0,80000.0,0.3,7860.0,3
NF NF 32C4 ,Other,780.0,590.0,206000.0,80000.0,0.3,7860.0,3
NF NF 38C4 ,Other,830.0,620.0,206000.0,80000.0,0.3,7860.0,3
NF NF 42C4 ,Other,880.0,600.0,206000.0,80000.0,0.3,7860.0,3
NF NF 35CD4TS ,Other,880.0,715.0,206000.0,80000.0,0.3,7860.0,3
NF NF 42C4TS ,Other,880.0,685.0,206000.0,80000.0,0.3,7860.0,3
NF NF 16MC5 case-hardened,Other,980.0,700.0,206000.0,80000.0,0.3,7860.0,3
NF NF 20MC5 case-hardened,Other,1200.0,850.0,206000.0,80000.0,0.3,7860.0,3
NF NF 55C3 heat treated,Other,1252.5,867.5,206000.0,80000.0,0.3,7860.0,3
NF NF 15D3 ,Other,440.0,270.0,206000.0,80000.0,0.3,7860.0,3
NF NF 15CD405 ,Other,450.0,295.0,206000.0,80000.0,0.3,7860.0,3
NF NF 25CD4 ,Other,780.0,600.0,206000.0,80000.0,0.3,7860.0,3
NF NF 34CD4 ,Other,880.0,700.0,206000.0,80000.0,0.3,7860.0,3
NF NF 42CD4 heat treated,Other,980.0,770.0,206000.0,80000.0,0.3,7860.0,3
NF NF 42CD4TS face hardened,Other,980.0,815.0,206000.0,80000.0,0.3,7860.0,3
NF NF 50CV4 heat treated,Other,1252.5,867.5,206000.0,80000.0,0.3,7860.0,3
NF NF 40CAD612 nitrided,Other,900.0,720.0,206000.0,80000.0,0.3,7860.0,3
NF NF 30CD12 heat treated,Other,1030.0,810.0,206000.0,80000.0,0.3,7860.0,3
NF NF 30CD12 nitrided,Other,980.0,770.0,206000.0,80000.0,0.3,7860.0,3
NF NF 16NC6 case-hardened,Other,1100.0,800.0,206000.0,80000.0,0.3,7860.0,3
NF NF 18NCD6 case-hardened,Other,1200.0,850.0,206000.0,80000.0,0.3,7860.0,3
NF NF 30CND8 heat treated,Other,1030.0,850.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z6C13 ,Other,420.0,225.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z12C13 ,Other,630.0,440.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z20C13 ,Other,730.0,540.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z30C13 ,Other,830.0,635.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z8C17 ,Other,440.0,245.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z8CA7 ,Other,440.0,240.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z45CS9 ,Other,900.0,700.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z6CA13 ,Other,420.0,225.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z10C13 ,Other,590.0,410.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z85CDMV1802 ,Other,1000.0,800.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z6CN1809 ,Other,510.0,195.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z6CNT1810 ,Other,510.0,205.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z6CNT1812 ,Other,510.0,205.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z2CN1810 ,Other,450.0,185.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z15CN2413 ,Other,540.0,240.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z12NCS3516 ,Other,590.0,240.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z12CN2520 ,Other,540.0,240.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z12CNS2520 ,Other,540.0,240.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z6CND1711 ,Other,530.0,205.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z6CNDT1712 ,Other,490.0,216.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z2CND1712 ,Other,470.0,186.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z2CND1713 ,Other,480.0,195.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z6CND1712 ,Other,530.0,205.0,206000.0,80000.0,0.3,7860.0,3
NF NF Z52CMN2109 ,Other,950.0,600.0,206000.0,80000.0,0.3,7860.0,3
NF Grey cast iron ,Iron,150.0,150.0,85000.0,34000.0,0.26999999999999996,7160.0,2
NF Grey cast iron ,Iron,200.0,200.0,85000.0,34000.0,0.26999999999999996,7160.0,2
NF Grey cast iron ,Iron,250.0,250.0,85000.0,34000.0,0.26999999999999996,7160.0,2
NF Grey cast iron ,Iron,300.0,300.0,85000.0,34000.0,0.26999999999999996,7160.0,2
NF Grey cast iron ,Iron,350.0,350.0,85000.0,34000.0,0.26999999999999996,7160.0,2
NF Nodular cast iron ,Iron,500.0,320.0,169000.0,70000.0,0.26999999999999996,7160.0,2
NF Nodular cast iron ,Iron,600.0,370.0,169000.0,70000.0,0.26999999999999996,7160.0,2
NF Nodular cast iron ,Iron,700.0,420.0,169000.0,70000.0,0.26999999999999996,7160.0,2
NF Nodular cast iron ,Iron,800.0,480.0,169000.0,70000.0,0.26999999999999996,7160.0,2
NF Malleable cast iron ,Iron,400.0,180.0,160000.0,64000.0,0.27,7160.0,2
NF Malleable cast iron ,Iron,500.0,260.0,160000.0,64000.0,0.27,7160.0,2
JIS JIS SUM22 ,Other,460.0,375.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SS330 ,Other,360.0,195.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS STKM13B ,Other,440.0,305.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS STKM12A ,Other,340.0,175.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS STKM12C ,Other,470.0,355.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SS400 ,Other,400.0,235.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SS490 ,Other,490.0,275.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SM52OC ,Other,520.0,335.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SM52OB ,Other,520.0,335.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS STKM16A ,Other,510.0,325.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS STKM16C ,Other,620.0,460.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SM570 ,Other,570.0,450.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS S10C ,Other,420.0,300.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS S15C ,Other,440.0,340.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS S22C ,Other,420.0,250.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS S25C ,Other,480.0,300.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS S30C ,Other,540.0,340.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS S35C ,Other,600.0,370.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS S40C ,Other,630.0,400.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS S45C ,Other,650.0,430.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS S50C ,Other,700.0,460.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS S55C ,Other,750.0,500.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS S58C ,Other,780.0,510.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SMn433 ,Other,700.0,490.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SCr430 ,Other,770.0,570.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SCr435 ,Other,800.0,600.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SCr440 ,Other,880.0,640.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SMnC420 ,Other,980.0,680.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SUP9 heat treated,Other,1226.0,867.5,206000.0,80000.0,0.3,7860.0,3
JIS JIS SCM430 ,Other,830.0,630.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SCM435 ,Other,880.0,660.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SCM440 ,Other,930.0,735.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SCM445 ,Other,860.0,680.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SUP10 ,Other,1226.0,867.5,206000.0,80000.0,0.3,7860.0,3
JIS JIS SNC815 ,Other,930.0,680.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SNCM815 ,Other,1100.0,800.0,206000.0,80000.0,0.3,7860.0,3
JIS JIS SNCM447 ,Other,1100.0,867.5,206000.0,80000.0,0.3,7860.0,3
JIS JIS SNCM630 ,Other,1200.0,867.5,206000.0,80000.0,0.3,7860.0,3
JIS JIS SUS403 ,Steel,588.0,392.0,206000.0,80000.0,0.3,7860.0,4
JIS JIS SUS405 ,Steel,412.0,177.0,206000.0,80000.0,0.3,7860.0,4
JIS JIS SUS410 ,Steel,539.0,343.0,206000.0,80000.0,0.3,7860.0,4
JIS JIS SUS420J1 ,Steel,637.0,441.0,206000.0,80000.0,0.3,7860.0,4
JIS JIS SUS420J2 ,Steel,735.0,539.0,206000.0,80000.0,0.3,7860.0,4
JIS JIS SUS430 ,Steel,430.0,205.0,206000.0,80000.0,0.3,7860.0,4
JIS JIS SUS431 ,Steel,785.0,588.0,206000.0,80000.0,0.3,7860.0,4
